73,962,2016/06/04,2,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,0
32,925,2016/12/08,4,Aliquam non mauris. Morbi non lectus.,0
48,662,2016/06/02,1,Nullam porttitor lacus at turpis.,1
64,321,2016/03/16,3,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,0
53,55,2016/05/14,5,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,1
16,546,2016/08/29,3,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1
98,893,2017/01/24,5,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1
53,811,2016/11/04,2,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",0
63,4,2016/06/10,4,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,1
77,320,2016/03/28,3,Nullam varius.,1
70,375,2016/03/14,2,Pellentesque viverra pede ac diam.,0
33,812,2016/04/21,3,Integer ac leo.,1
54,201,2016/11/30,4,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",0
32,840,2016/09/14,4,Maecenas rhoncus aliquam lacus.,1
38,597,2016/07/09,2,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,1
64,976,2016/05/30,1,Integer non velit.,1
72,627,2016/11/06,1,Sed accumsan felis.,0
25,971,2016/07/02,1,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,1
50,90,2016/06/12,4,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1
86,706,2016/06/03,2,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0
94,859,2016/08/29,3,Nulla ac enim.,0
46,680,2017/02/21,3,Aliquam quis turpis eget elit sodales scelerisque.,0
57,35,2016/07/07,1,Quisque id justo sit amet sapien dignissim vestibulum.,0
29,86,2016/08/24,3,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",1
30,25,2017/01/04,5,Proin risus. Praesent lectus.,1
19,876,2016/04/13,4,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1
13,178,2016/06/02,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,1
34,753,2016/09/30,2,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",0
89,178,2016/08/18,3,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0
66,499,2016/12/21,5,Aliquam non mauris.,0
61,706,2017/01/26,1,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,1
23,435,2017/02/19,4,Ut at dolor quis odio consequat varius.,1
2,596,2016/08/11,2,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",0
23,92,2016/09/30,1,Nulla tellus.,1
99,701,2016/08/25,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",1
75,881,2016/07/23,3,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",0
71,206,2016/09/12,5,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",0
56,221,2016/06/23,5,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",0
62,434,2016/03/26,5,Integer ac neque. Duis bibendum.,0
12,12,2017/02/23,5,Phasellus in felis.,1
32,184,2016/06/09,5,Integer a nibh.,1
2,337,2016/05/24,1,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,0
8,939,2016/03/11,1,Nulla ac enim.,0
18,509,2016/11/13,4,Quisque id justo sit amet sapien dignissim vestibulum.,0
29,766,2016/08/27,1,In congue.,0
44,172,2016/05/17,1,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1
94,594,2016/10/22,1,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",1
51,376,2016/03/11,2,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",1
9,466,2016/10/02,5,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",1
16,113,2016/06/24,4,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,1
52,587,2016/10/28,1,Nulla justo.,0
51,649,2016/03/25,5,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,0
82,890,2016/06/16,5,Mauris sit amet eros.,0
20,715,2016/12/20,3,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",1
32,736,2016/04/09,3,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,1
96,882,2016/09/24,5,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",0
25,576,2017/01/29,4,Vestibulum ac est lacinia nisi venenatis tristique.,0
19,29,2016/08/26,1,Nulla mollis molestie lorem.,0
85,967,2016/11/25,5,Aenean lectus. Pellentesque eget nunc.,0
63,327,2016/03/13,2,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,1
75,241,2016/04/21,3,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",0
31,374,2017/02/17,2,Morbi a ipsum. Integer a nibh. In quis justo.,0
76,17,2016/07/21,3,Nullam porttitor lacus at turpis.,0
84,729,2016/04/02,2,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",0
30,419,2017/01/30,2,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",0
62,936,2016/06/07,2,Duis at velit eu est congue elementum.,1
65,134,2017/02/27,4,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",0
28,310,2016/06/13,2,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1
90,904,2016/07/25,4,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,0
86,174,2016/05/22,2,Proin at turpis a pede posuere nonummy. Integer non velit.,0
33,840,2017/03/03,4,In blandit ultrices enim.,1
90,166,2017/02/03,2,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0
93,11,2016/12/29,4,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,0
32,802,2016/08/21,3,Cras non velit nec nisi vulputate nonummy.,0
71,206,2016/03/20,2,Vestibulum sed magna at nunc commodo placerat.,0
80,628,2016/10/26,2,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,1
12,33,2016/12/30,3,In congue. Etiam justo.,1
25,175,2016/12/29,5,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,1
28,760,2016/10/04,5,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",0
69,523,2016/05/30,3,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,0
45,994,2016/11/15,5,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",0
81,637,2016/07/20,3,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1
80,324,2016/09/01,4,Quisque ut erat.,0
94,150,2016/04/07,1,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",0
17,58,2017/02/24,2,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",1
2,434,2016/09/11,3,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",0
14,805,2017/02/24,1,Pellentesque ultrices mattis odio.,1
22,636,2016/03/17,2,Vestibulum ac est lacinia nisi venenatis tristique.,0
6,31,2016/08/05,2,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,0
36,476,2016/03/22,3,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",0
92,213,2016/12/09,1,Nulla tellus.,0
3,807,2016/11/29,4,Proin risus.,0
35,13,2017/02/24,2,Sed accumsan felis.,0
76,297,2016/06/23,4,Quisque ut erat. Curabitur gravida nisi at nibh.,1
27,361,2016/04/07,5,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",0
54,702,2016/11/04,5,Nulla tempus.,1
72,342,2016/11/06,2,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",0
35,756,2016/05/29,3,Morbi vel lectus in quam fringilla rhoncus.,0
39,613,2016/06/15,2,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",0
30,385,2017/01/13,5,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1
22,367,2016/10/22,4,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0
33,418,2016/10/22,3,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",0
6,626,2016/08/31,2,Nulla nisl. Nunc nisl.,1
80,366,2016/11/02,3,Nulla mollis molestie lorem.,0
95,216,2016/11/02,3,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1
45,843,2016/05/02,3,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",0
6,360,2016/07/16,4,Aliquam non mauris.,1
47,223,2016/07/28,4,Aenean lectus.,0
43,976,2016/05/12,2,Morbi vel lectus in quam fringilla rhoncus.,0
75,825,2016/12/02,4,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,0
86,728,2016/07/14,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,0
48,396,2017/02/02,2,In hac habitasse platea dictumst.,0
74,220,2016/06/11,4,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",1
75,739,2016/08/03,1,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",0
36,29,2016/05/15,4,Integer ac neque.,1
81,992,2017/01/07,2,Proin eu mi. Nulla ac enim.,1
48,412,2016/07/28,5,Proin risus.,0
55,913,2016/07/31,3,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1
29,611,2017/02/14,4,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",0
5,96,2016/11/25,1,Curabitur at ipsum ac tellus semper interdum.,1
2,579,2016/10/17,3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,0
48,453,2016/08/18,5,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,1
2,838,2017/02/26,2,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,1
97,532,2016/10/19,2,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,1
43,972,2017/03/06,5,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1
94,72,2016/08/25,1,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",0
34,107,2016/06/28,5,Integer tincidunt ante vel ipsum.,1
4,972,2016/10/23,5,Quisque porta volutpat erat.,1
39,104,2016/05/26,4,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1
12,947,2016/07/13,2,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,1
33,49,2016/03/11,4,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,0
83,987,2017/02/02,1,Nulla nisl.,0
77,833,2016/03/12,1,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,0
33,450,2016/03/17,2,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,0
5,256,2016/11/15,1,Proin at turpis a pede posuere nonummy. Integer non velit.,1
94,717,2016/12/30,4,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",1
75,835,2016/11/01,5,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",1
6,851,2016/09/08,2,Integer ac leo.,1
55,607,2016/04/30,3,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0
94,854,2016/05/12,5,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,0
5,632,2016/03/31,2,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,0
63,231,2016/11/05,1,Donec ut mauris eget massa tempor convallis.,1
39,819,2016/10/19,2,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,0
66,624,2017/02/04,2,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1
91,620,2016/03/23,3,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",0
45,508,2016/05/05,2,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",0
92,164,2016/12/19,4,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,1
89,264,2016/06/13,2,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",0
91,632,2016/10/01,4,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,0
65,634,2016/12/04,2,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,1
94,778,2016/10/17,3,Quisque porta volutpat erat.,0
42,538,2016/05/13,4,Aliquam erat volutpat.,1
81,328,2017/01/04,4,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",0
4,879,2016/07/16,5,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0
83,476,2016/04/27,5,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",1
10,544,2016/08/23,2,Sed vel enim sit amet nunc viverra dapibus.,0
32,85,2016/09/17,5,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1
100,82,2016/12/02,5,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1
12,852,2016/05/17,4,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",0
76,599,2016/06/03,3,Suspendisse potenti.,1
50,877,2017/02/09,3,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,0
19,30,2016/04/05,5,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1
94,569,2016/11/04,1,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,1
63,94,2016/11/29,3,Integer tincidunt ante vel ipsum.,0
32,59,2017/01/04,4,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",0
85,935,2016/12/25,4,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,0
82,563,2016/08/02,2,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,0
79,515,2016/08/06,2,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",1
74,570,2016/10/18,5,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,0
25,47,2016/08/18,2,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0
2,374,2016/11/05,1,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,1
33,447,2016/04/17,4,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",0
44,982,2017/01/17,4,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,0
2,681,2016/12/12,1,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1
56,728,2016/05/25,1,In blandit ultrices enim.,0
17,857,2016/06/03,2,Pellentesque ultrices mattis odio.,0
53,331,2017/01/16,1,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",0
35,593,2016/07/17,2,Nullam sit amet turpis elementum ligula vehicula consequat.,0
68,532,2016/04/26,2,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",0
92,130,2016/10/14,1,Pellentesque ultrices mattis odio. Donec vitae nisi.,0
60,639,2016/11/28,1,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",0
91,213,2017/01/13,3,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",1
30,188,2016/09/24,2,Aliquam erat volutpat. In congue. Etiam justo.,1
83,919,2016/10/09,3,Nullam varius. Nulla facilisi.,1
83,617,2016/05/08,3,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1
96,983,2016/12/03,3,Donec ut dolor.,1
41,86,2017/02/27,3,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",1
4,293,2016/10/09,1,Vestibulum ac est lacinia nisi venenatis tristique.,0
96,995,2016/12/15,5,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,1
58,830,2017/02/26,2,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",1
92,819,2016/12/10,5,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",1
66,72,2017/01/12,1,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,0
10,649,2016/04/17,5,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,1
22,363,2016/05/14,5,Duis ac nibh.,0
35,401,2016/08/06,3,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,0
11,749,2016/04/18,2,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,0
39,540,2017/01/07,3,Aliquam non mauris.,0
73,178,2016/10/06,5,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,0
74,381,2017/02/19,3,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",1
25,94,2017/02/20,3,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,0
35,549,2016/08/07,5,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1
55,153,2016/11/24,4,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0
4,31,2016/11/20,3,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1
23,938,2016/06/06,5,Vivamus tortor. Duis mattis egestas metus.,0
16,171,2016/09/30,4,Donec ut mauris eget massa tempor convallis.,0
46,152,2016/11/15,5,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,1
74,56,2016/11/01,3,Aliquam erat volutpat.,1
59,512,2016/07/15,2,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1
77,526,2016/11/18,4,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,0
52,947,2016/09/08,1,Nulla nisl.,0
18,891,2016/08/17,2,Sed ante.,0
31,802,2017/01/08,1,In quis justo. Maecenas rhoncus aliquam lacus.,0
83,61,2016/10/18,5,Morbi a ipsum. Integer a nibh.,1
73,502,2016/09/25,1,Donec ut dolor.,1
